date,business_category,region,transaction_count,total_volume,avg_transaction_size,total_fees,cross_border_count,take_rate,cross_border_ratio
2023-01-02,E-commerce,Asia Pacific,3,63.44,21.146666666666665,2.6100000000000003,0,0.04114123581336697,0.0
2023-01-02,E-commerce,Europe,4,135.46,33.865,4.4,0,0.032481913479994094,0.0
2023-01-02,E-commerce,Latin America,1,27.27,27.27,0.98,0,0.03593692702603594,0.0
2023-01-02,E-commerce,MEA,1,22.75,22.75,0.87,0,0.03824175824175824,0.0
2023-01-02,E-commerce,North America,4,103.27,25.8175,3.88,0,0.037571414738065266,0.0
2023-01-02,Education,Asia Pacific,2,170.20999999999998,85.10499999999999,4.91,0,0.02884671875917984,0.0
2023-01-02,Education,Latin America,2,7.7,3.85,0.8,0,0.1038961038961039,0.0
2023-01-02,Education,North America,3,149.47,49.82333333333333,4.63,0,0.030976115608483307,0.0
2023-01-02,Entertainment,Asia Pacific,4,116.93,29.2325,3.88,0,0.03318224578807834,0.0
2023-01-02,Entertainment,Europe,2,77.83,38.915,2.76,0,0.03546190415007067,0.0
2023-01-02,Entertainment,Latin America,3,119.71000000000001,39.903333333333336,3.96,1,0.033079943196057136,0.3333333333333333
2023-01-02,Entertainment,North America,7,287.76,41.10857142857143,11.87,1,0.041249652488184595,0.14285714285714285
2023-01-02,Food & Delivery,Asia Pacific,1,23.85,23.85,0.9,0,0.03773584905660377,0.0
2023-01-02,Food & Delivery,Europe,1,45.25,45.25,1.43,0,0.03160220994475138,0.0
2023-01-02,Food & Delivery,Latin America,1,40.87,40.87,1.32,0,0.03229752874969415,0.0
2023-01-02,Food & Delivery,North America,4,340.0,85.0,10.17,0,0.029911764705882353,0.0
2023-01-02,Gaming,Asia Pacific,2,186.9,93.45,5.16,0,0.027608346709470304,0.0
2023-01-02,Gaming,Europe,8,471.5,58.9375,13.98,0,0.029650053022269356,0.0
2023-01-02,Gaming,Latin America,1,134.52,134.52,4.2,0,0.031222123104371096,0.0
2023-01-02,Gaming,MEA,1,14.7,14.7,0.73,0,0.04965986394557823,0.0
2023-01-02,Gaming,North America,2,21.15,10.575,1.31,1,0.06193853427895982,0.5
2023-01-02,Healthcare,Europe,4,46.86,11.715,2.4899999999999998,0,0.053137003841229186,0.0
2023-01-02,Healthcare,MEA,2,155.96,77.98,4.5,0,0.028853552192869964,0.0
2023-01-02,Healthcare,North America,8,612.61,76.57625,18.23,1,0.029757921026427908,0.125
2023-01-02,Retail,Asia Pacific,2,101.74000000000001,50.870000000000005,3.12,0,0.03066640456064478,0.0
2023-01-02,Retail,Europe,3,180.70999999999998,60.23666666666666,5.42,0,0.02999280615350562,0.0
2023-01-02,Retail,Latin America,4,205.54,51.385,6.3500000000000005,0,0.030894229833609035,0.0
2023-01-02,Retail,MEA,3,151.75,50.583333333333336,4.69,0,0.030906095551894566,0.0
2023-01-02,Retail,North America,2,169.51,84.755,5.609999999999999,1,0.033095392602206355,0.5
2023-01-02,Services,Asia Pacific,1,161.69,161.69,4.34,0,0.026841486795720206,0.0
2023-01-02,Services,Europe,8,529.47,66.18375,15.41,1,0.029104576274387593,0.125
2023-01-02,Services,Latin America,1,524.72,524.72,13.42,0,0.02557554505259948,0.0
2023-01-02,Services,MEA,3,129.98,43.32666666666666,4.15,0,0.031927988921372524,0.0
2023-01-02,Services,North America,1,15.64,15.64,0.69,0,0.044117647058823525,0.0
2023-01-02,Software/SaaS,Asia Pacific,2,224.11,112.055,6.2,0,0.027664985944402302,0.0
2023-01-02,Software/SaaS,Europe,3,123.47,41.156666666666666,3.99,0,0.032315542236980646,0.0
2023-01-02,Software/SaaS,Latin America,1,76.37,76.37,2.21,0,0.028938064685085765,0.0
2023-01-02,Software/SaaS,MEA,1,7.66,7.66,0.49,0,0.0639686684073107,0.0
2023-01-02,Software/SaaS,North America,3,65.03,21.676666666666666,2.54,0,0.03905889589420267,0.0
2023-01-02,Subscription,Asia Pacific,1,54.21,54.21,1.66,0,0.030621656520937096,0.0
2023-01-02,Subscription,Europe,6,256.15,42.69166666666666,8.54,1,0.0333398399375366,0.16666666666666666
2023-01-02,Subscription,North America,5,185.06,37.012,6.140000000000001,0,0.0331784286177456,0.0
2023-01-02,Travel,Asia Pacific,4,99.16,24.79,3.73,0,0.03761597418313836,0.0
2023-01-02,Travel,Europe,2,63.58,31.79,2.19,0,0.03444479396036489,0.0
2023-01-02,Travel,Latin America,1,27.61,27.61,0.91,0,0.03295907279971025,0.0
2023-01-02,Travel,North America,2,132.78,66.39,4.03,1,0.030350956469347795,0.5
2023-01-03,Digital Goods,Asia Pacific,1,16.41,16.41,0.78,0,0.04753199268738574,0.0
2023-01-03,Digital Goods,Europe,4,33.91,8.4775,2.1500000000000004,1,0.06340312592155709,0.25
2023-01-03,Digital Goods,MEA,1,194.56,194.56,5.16,0,0.02652138157894737,0.0
2023-01-03,E-commerce,Asia Pacific,1,46.91,46.91,1.47,0,0.03133660200383714,0.0
2023-01-03,E-commerce,Europe,6,367.99,61.33166666666667,11.809999999999999,1,0.03209326340389684,0.16666666666666666
2023-01-03,E-commerce,North America,4,627.29,156.8225,24.08,2,0.03838734875416474,0.5
2023-01-03,Education,Asia Pacific,2,141.8,70.9,4.24,0,0.029901269393511988,0.0
2023-01-03,Education,Europe,1,12.98,12.98,0.68,0,0.052388289676425275,0.0
2023-01-03,Education,Latin America,1,31.49,31.49,1.09,0,0.034614163226421094,0.0
2023-01-03,Education,North America,7,504.23,72.03285714285714,14.94,0,0.029629335818971498,0.0
2023-01-03,Entertainment,Asia Pacific,8,215.01,26.87625,7.3,0,0.03395190921352495,0.0
2023-01-03,Entertainment,Latin America,4,398.52,99.63,10.639999999999999,0,0.02669878550637358,0.0
2023-01-03,Entertainment,MEA,2,21.47,10.735,1.35,1,0.06287843502561714,0.5
2023-01-03,Entertainment,North America,5,189.35,37.87,6.119999999999999,0,0.032321098494850806,0.0
2023-01-03,Food & Delivery,Asia Pacific,2,67.12,33.56,2.27,0,0.03382002383790226,0.0
2023-01-03,Food & Delivery,Europe,4,404.72,101.18,13.32,1,0.03291164261711801,0.25
2023-01-03,Food & Delivery,Latin America,1,55.2,55.2,1.68,0,0.03043478260869565,0.0
2023-01-03,Food & Delivery,North America,5,266.48,53.29600000000001,8.280000000000001,0,0.031071750225157613,0.0
2023-01-03,Gaming,Europe,2,77.51,38.755,2.84,0,0.036640433492452586,0.0
2023-01-03,Gaming,Latin America,2,95.44,47.72,2.99,0,0.03132858340318525,0.0
2023-01-03,Gaming,MEA,1,2.95,2.95,0.39,0,0.13220338983050847,0.0
2023-01-03,Gaming,North America,1,42.49,42.49,1.36,0,0.032007531183807954,0.0
2023-01-03,Healthcare,Asia Pacific,3,68.19,22.73,2.77,0,0.040621792051620476,0.0
2023-01-03,Healthcare,Europe,4,78.6,19.65,3.33,1,0.04236641221374046,0.25
2023-01-03,Healthcare,North America,12,978.98,81.58166666666666,25.13,0,0.025669574455045044,0.0
2023-01-03,Retail,Asia Pacific,1,83.19,83.19,2.38,0,0.028609207837480465,0.0
2023-01-03,Retail,Europe,5,174.88,34.976,5.75,1,0.0328796889295517,0.2
2023-01-03,Retail,Latin America,1,23.91,23.91,1.26,1,0.05269761606022585,1.0
2023-01-03,Retail,MEA,1,11.19,11.19,0.58,0,0.05183199285075961,0.0
2023-01-03,Retail,North America,2,119.38999999999999,59.69499999999999,3.58,0,0.02998576095150348,0.0
2023-01-03,Services,Asia Pacific,6,236.35,39.391666666666666,8.290000000000001,0,0.035075100486566535,0.0
2023-01-03,Services,Europe,4,419.08000000000004,104.77000000000001,13.89,2,0.03314402977951703,0.5
2023-01-03,Services,North America,5,358.87,71.774,11.24,1,0.031320533898068936,0.2
2023-01-03,Software/SaaS,Asia Pacific,4,129.88,32.47,4.45,0,0.0342623960578996,0.0
2023-01-03,Software/SaaS,Europe,5,241.05,48.21,7.359999999999999,0,0.03053308442231902,0.0
2023-01-03,Software/SaaS,Latin America,2,20.32,10.16,1.1099999999999999,0,0.0546259842519685,0.0
2023-01-03,Software/SaaS,North America,3,214.62,71.54,9.0,1,0.04193458205199888,0.3333333333333333
2023-01-03,Subscription,Asia Pacific,1,8.55,8.55,0.51,0,0.05964912280701754,0.0
2023-01-03,Subscription,Europe,2,362.83000000000004,181.41500000000002,16.03,1,0.044180470192652206,0.5
2023-01-03,Subscription,Latin America,1,7.89,7.89,0.5,0,0.06337135614702155,0.0
2023-01-03,Subscription,North America,1,29.5,29.5,0.95,0,0.03220338983050847,0.0
2023-01-03,Travel,Asia Pacific,2,111.41999999999999,55.709999999999994,3.3899999999999997,0,0.03042541733979537,0.0
2023-01-03,Travel,Europe,2,125.32,62.66,3.7300000000000004,0,0.029763804660070226,0.0
2023-01-03,Travel,Latin America,3,168.54000000000002,56.18000000000001,4.95,0,0.029369882520469917,0.0
2023-01-03,Travel,MEA,1,26.99,26.99,0.97,0,0.03593923675435347,0.0
2023-01-03,Travel,North America,1,52.82,52.82,1.83,0,0.03464596743657705,0.0
2023-01-04,Digital Goods,Asia Pacific,3,63.199999999999996,21.066666666666666,2.63,0,0.04161392405063291,0.0
2023-01-04,Digital Goods,Europe,2,135.4,67.7,3.9899999999999998,0,0.029468242245199405,0.0
2023-01-04,Digital Goods,MEA,1,84.21,84.21,2.41,0,0.02861892886830543,0.0
2023-01-04,Digital Goods,North America,3,195.18,65.06,5.33,0,0.02730812583256481,0.0
2023-01-04,E-commerce,Asia Pacific,4,272.93,68.2325,8.03,0,0.029421463378888357,0.0
2023-01-04,E-commerce,Europe,1,5.78,5.78,0.43,0,0.07439446366782007,0.0
2023-01-04,E-commerce,Latin America,1,22.59,22.59,0.86,0,0.03806994245241257,0.0
2023-01-04,E-commerce,MEA,1,15.55,15.55,0.69,0,0.044372990353697746,0.0
2023-01-04,E-commerce,North America,5,648.02,129.60399999999998,17.93,1,0.02766889910805222,0.2
2023-01-04,Education,Asia Pacific,1,176.03,176.03,4.7,0,0.026699994319150145,0.0
2023-01-04,Education,Europe,4,309.32,77.33,9.32,0,0.030130609077977502,0.0
2023-01-04,Education,North America,2,100.85,50.425,3.09,0,0.030639563708477938,0.0
2023-01-04,Entertainment,Asia Pacific,8,504.53000000000003,63.066250000000004,15.98,1,0.03167304223732979,0.125
2023-01-04,Entertainment,Europe,2,305.82,152.91,8.95,0,0.029265581060754692,0.0
2023-01-04,Entertainment,Latin America,7,621.13,88.73285714285714,16.44,0,0.026467889169739026,0.0
2023-01-04,Entertainment,MEA,1,21.11,21.11,0.83,0,0.039317858834675506,0.0
2023-01-04,Entertainment,North America,2,74.09,37.045,2.45,0,0.033067890403563234,0.0
2023-01-04,Food & Delivery,Asia Pacific,2,150.47,75.235,4.66,0,0.030969628497374894,0.0
2023-01-04,Food & Delivery,Europe,3,33.22,11.073333333333332,1.79,0,0.053883202889825406,0.0
2023-01-04,Food & Delivery,Latin America,1,34.03,34.03,1.15,0,0.03379371143109021,0.0
2023-01-04,Food & Delivery,North America,2,26.91,13.455,1.28,0,0.04756596060943887,0.0
2023-01-04,Gaming,Asia Pacific,1,42.76,42.76,1.54,0,0.03601496725912068,0.0
2023-01-04,Gaming,Europe,4,162.9,40.725,5.63,1,0.034561080417434005,0.25
2023-01-04,Gaming,Latin America,1,19.76,19.76,1.17,1,0.05921052631578946,1.0
2023-01-04,Gaming,North America,1,57.77,57.77,1.74,0,0.0301194391552709,0.0
2023-01-04,Healthcare,Asia Pacific,2,13.73,6.865,0.95,0,0.06919155134741442,0.0
2023-01-04,Healthcare,Europe,3,83.58,27.86,2.99,0,0.03577410863843025,0.0
2023-01-04,Healthcare,Latin America,2,5.05,2.525,0.78,1,0.15445544554455445,0.5
2023-01-04,Healthcare,MEA,1,65.48,65.48,2.2,0,0.03359804520464264,0.0
2023-01-04,Healthcare,North America,6,756.88,126.14666666666666,18.62,0,0.0246009935524786,0.0
2023-01-04,Retail,Asia Pacific,7,322.21,46.029999999999994,10.09,0,0.03131498091306912,0.0
2023-01-04,Retail,Europe,4,177.98,44.495,5.63,1,0.031632767726710864,0.25
2023-01-04,Retail,Latin America,1,167.44,167.44,4.49,0,0.026815575728619208,0.0
2023-01-04,Retail,MEA,1,179.76,179.76,4.79,0,0.026646639964396975,0.0
2023-01-04,Retail,North America,2,49.55,24.775,1.84,0,0.03713420787083754,0.0
2023-01-04,Services,Asia Pacific,2,147.15,73.575,4.28,0,0.029085966700645602,0.0
2023-01-04,Services,Europe,1,64.56,64.56,2.88,1,0.04460966542750929,1.0
2023-01-04,Services,North America,2,59.47,29.735,2.21,0,0.03716159408104927,0.0
2023-01-04,Software/SaaS,Asia Pacific,1,39.31,39.31,1.28,0,0.032561689137624014,0.0
2023-01-04,Software/SaaS,Latin America,2,72.14,36.07,2.4,0,0.03326864430274466,0.0
2023-01-04,Software/SaaS,MEA,1,7.62,7.62,0.49,0,0.06430446194225721,0.0
2023-01-04,Software/SaaS,North America,7,921.62,131.66,25.56,1,0.02773377313860376,0.14285714285714285
2023-01-04,Subscription,Asia Pacific,2,112.62,56.31,3.73,1,0.03312022731308826,0.5
2023-01-04,Subscription,Europe,3,309.11,103.03666666666668,9.41,0,0.030442237391219953,0.0
2023-01-04,Subscription,North America,1,3.3,3.3,0.38,0,0.11515151515151516,0.0
2023-01-04,Travel,Asia Pacific,2,104.29,52.145,3.21,0,0.03077955700450666,0.0
2023-01-04,Travel,Europe,4,438.57,109.6425,13.5,0,0.03078185922429715,0.0
2023-01-04,Travel,Latin America,1,31.01,31.01,0.98,0,0.03160270880361173,0.0
2023-01-04,Travel,North America,3,404.17,134.72333333333333,12.239999999999998,0,0.030284286315164406,0.0
2023-01-05,Digital Goods,Asia Pacific,2,70.7,35.35,2.4299999999999997,0,0.03437057991513436,0.0
2023-01-05,Digital Goods,Europe,2,66.55,33.275,2.59,1,0.038918106686701724,0.5
2023-01-05,Digital Goods,North America,7,344.07,49.152857142857144,10.33,0,0.030022960444095678,0.0
2023-01-05,E-commerce,Asia Pacific,1,73.01,73.01,2.13,0,0.029174085741679217,0.0
2023-01-05,E-commerce,Europe,3,57.650000000000006,19.21666666666667,2.89,1,0.05013009540329575,0.3333333333333333
2023-01-05,E-commerce,Latin America,2,71.28999999999999,35.644999999999996,3.67,2,0.05147987094964231,1.0
2023-01-05,E-commerce,North America,3,149.39,49.79666666666666,4.609999999999999,0,0.03085882589196064,0.0
2023-01-05,Education,Asia Pacific,1,32.09,32.09,1.23,0,0.038329697725148014,0.0
2023-01-05,Education,Europe,3,246.42000000000002,82.14,7.86,0,0.031896761626491354,0.0
2023-01-05,Education,North America,2,125.4,62.7,4.8100000000000005,1,0.03835725677830941,0.5
2023-01-05,Entertainment,Asia Pacific,5,167.4,33.480000000000004,5.82,1,0.03476702508960573,0.2
2023-01-05,Entertainment,Europe,1,19.4,19.4,0.86,0,0.0443298969072165,0.0
2023-01-05,Entertainment,Latin America,1,118.56,118.56,2.91,0,0.024544534412955465,0.0
2023-01-05,Entertainment,North America,1,80.92,80.92,2.32,0,0.02867029164607019,0.0
2023-01-05,Food & Delivery,Asia Pacific,3,245.78,81.92666666666666,7.23,0,0.029416551387419644,0.0
2023-01-05,Food & Delivery,Europe,3,97.25999999999999,32.419999999999995,4.13,1,0.04246349989718281,0.3333333333333333
2023-01-05,Food & Delivery,Latin America,1,226.91,226.91,5.97,0,0.026309990745229387,0.0
2023-01-05,Food & Delivery,MEA,1,3.29,3.29,0.38,0,0.11550151975683891,0.0
2023-01-05,Food & Delivery,North America,1,14.55,14.55,0.94,1,0.06460481099656357,1.0
2023-01-05,Gaming,Asia Pacific,2,50.49,25.245,2.07,0,0.0409982174688057,0.0
2023-01-05,Gaming,Europe,6,315.84999999999997,52.64166666666666,11.299999999999999,2,0.03577647617539972,0.3333333333333333
2023-01-05,Gaming,North America,2,202.65,101.325,5.66,0,0.027929928448063163,0.0
2023-01-05,Healthcare,Europe,3,133.5,44.5,5.38,1,0.04029962546816479,0.3333333333333333
2023-01-05,Healthcare,Latin America,2,38.769999999999996,19.384999999999998,1.57,0,0.04049522826928038,0.0
2023-01-05,Healthcare,MEA,1,22.3,22.3,0.95,0,0.042600896860986545,0.0
2023-01-05,Healthcare,North America,6,371.15,61.85833333333333,9.97,0,0.0268624545332076,0.0
2023-01-05,Retail,Asia Pacific,6,194.6,32.43333333333333,6.71,1,0.03448098663926002,0.16666666666666666
2023-01-05,Retail,Europe,6,166.93,27.82166666666667,5.82,1,0.0348649134367699,0.16666666666666666
2023-01-05,Retail,Latin America,1,170.91,170.91,7.14,1,0.04177637352992803,1.0
2023-01-05,Retail,North America,5,883.1600000000001,176.632,35.33,1,0.040004076271570266,0.2
2023-01-05,Services,Asia Pacific,2,356.06,178.03,13.81,1,0.03878559793293265,0.5
2023-01-05,Services,Europe,3,210.86,70.28666666666668,6.05,0,0.028692023143317837,0.0
2023-01-05,Services,MEA,1,39.1,39.1,1.28,0,0.03273657289002557,0.0
2023-01-05,Services,North America,5,251.43,50.286,7.78,0,0.030943006005647696,0.0
2023-01-05,Software/SaaS,Asia Pacific,1,67.96,67.96,2.27,0,0.03340200117716304,0.0
2023-01-05,Software/SaaS,Europe,11,621.62,56.51090909090909,19.16,1,0.030822689102667226,0.09090909090909091
2023-01-05,Software/SaaS,Latin America,1,25.94,25.94,0.95,0,0.03662297609868928,0.0
2023-01-05,Software/SaaS,North America,7,976.9499999999999,139.56428571428572,24.32,0,0.024893802139311125,0.0
2023-01-05,Subscription,Asia Pacific,2,43.04,21.52,1.6700000000000002,0,0.038801115241635695,0.0
2023-01-05,Subscription,Europe,6,185.06,30.843333333333334,6.430000000000001,0,0.034745487949854104,0.0
2023-01-05,Subscription,Latin America,1,6.14,6.14,0.45,0,0.0732899022801303,0.0
2023-01-05,Subscription,North America,3,122.14,40.71333333333333,3.8,0,0.031111838873423937,0.0
2023-01-05,Travel,Asia Pacific,2,37.56,18.78,1.89,1,0.05031948881789137,0.5
2023-01-05,Travel,Europe,2,52.370000000000005,26.185000000000002,2.1799999999999997,1,0.04162688562153904,0.5
2023-01-05,Travel,North America,2,9.45,4.725,0.9099999999999999,1,0.0962962962962963,0.5
2023-01-06,Digital Goods,Asia Pacific,4,242.84,60.71,7.8,0,0.032119914346895075,0.0
2023-01-06,Digital Goods,Europe,3,131.73,43.91,4.74,1,0.03598269186973355,0.3333333333333333
2023-01-06,Digital Goods,Latin America,1,35.58,35.58,1.19,0,0.03344575604272063,0.0
2023-01-06,Digital Goods,MEA,1,28.43,28.43,1.01,0,0.03552585297221245,0.0
2023-01-06,Digital Goods,North America,5,290.84,58.16799999999999,9.24,0,0.03177004538577913,0.0
2023-01-06,E-commerce,Asia Pacific,3,250.93,83.64333333333333,7.37,0,0.029370740844060095,0.0
2023-01-06,E-commerce,Europe,2,122.35,61.175,3.3,0,0.026971802206783815,0.0
2023-01-06,E-commerce,Latin America,1,27.07,27.07,0.98,0,0.03620243812338382,0.0
2023-01-06,E-commerce,North America,3,105.25,35.083333333333336,4.84,2,0.045985748218527314,0.6666666666666666
2023-01-06,Education,Asia Pacific,1,179.83,179.83,4.8,0,0.02669187566034588,0.0
2023-01-06,Education,Europe,4,316.48,79.12,10.59,1,0.0334618301314459,0.25
2023-01-06,Education,North America,3,113.4,37.800000000000004,4.08,0,0.03597883597883598,0.0
2023-01-06,Entertainment,Asia Pacific,5,273.34000000000003,54.668000000000006,8.67,1,0.03171873856735201,0.2
2023-01-06,Entertainment,Europe,3,37.0,12.333333333333334,1.83,0,0.04945945945945946,0.0
2023-01-06,Entertainment,Latin America,3,125.77,41.92333333333333,3.8,0,0.030213882483899182,0.0
2023-01-06,Entertainment,MEA,1,27.11,27.11,1.09,0,0.04020656584286242,0.0
2023-01-06,Entertainment,North America,2,45.46,22.73,1.73,0,0.03805543334799824,0.0
2023-01-06,Food & Delivery,Asia Pacific,1,190.56,190.56,8.68,1,0.04554995801847187,1.0
2023-01-06,Food & Delivery,Europe,3,44.459999999999994,14.819999999999999,2.01,0,0.04520917678812416,0.0
2023-01-06,Food & Delivery,Latin America,1,15.85,15.85,0.7,0,0.044164037854889586,0.0
2023-01-06,Food & Delivery,North America,2,155.61,77.805,4.75,1,0.03052503052503052,0.5
2023-01-06,Gaming,Asia Pacific,1,15.47,15.47,0.69,0,0.044602456367162244,0.0
2023-01-06,Gaming,Europe,4,136.86,34.215,4.51,0,0.03295338301914365,0.0
2023-01-06,Gaming,North America,4,119.87,29.9675,4.55,0,0.037957787603236835,0.0
2023-01-06,Healthcare,Asia Pacific,1,10.74,10.74,0.57,0,0.053072625698324015,0.0
2023-01-06,Healthcare,Europe,6,358.85,59.80833333333334,10.76,0,0.029984673261808554,0.0
2023-01-06,Healthcare,Latin America,2,17.23,8.615,1.03,0,0.05977945443993035,0.0
2023-01-06,Healthcare,MEA,1,55.48,55.48,1.69,0,0.030461427541456382,0.0
2023-01-06,Healthcare,North America,9,634.4,70.48888888888888,16.93,1,0.026686633039092057,0.1111111111111111
2023-01-06,Retail,Asia Pacific,2,124.91,62.455,3.7199999999999998,0,0.029781442638699862,0.0
2023-01-06,Retail,Europe,2,67.07,33.535,2.14,0,0.031906962874608626,0.0
2023-01-06,Retail,Latin America,1,104.02,104.02,2.9,0,0.02787925398961738,0.0
2023-01-06,Retail,North America,2,47.099999999999994,23.549999999999997,1.7800000000000002,0,0.037791932059447995,0.0
2023-01-06,Services,Asia Pacific,7,293.0,41.857142857142854,9.76,1,0.03331058020477816,0.14285714285714285
2023-01-06,Services,Europe,2,55.86,27.93,1.92,0,0.034371643394199784,0.0
2023-01-06,Services,MEA,1,47.26,47.26,1.67,0,0.03533643673296657,0.0
2023-01-06,Services,North America,4,311.11,77.7775,12.26,1,0.03940728359744142,0.25
2023-01-06,Software/SaaS,Asia Pacific,1,78.0,78.0,3.42,1,0.04384615384615385,1.0
2023-01-06,Software/SaaS,Europe,1,77.64,77.64,2.01,0,0.025888717156105096,0.0
2023-01-06,Software/SaaS,Latin America,1,193.28,193.28,5.91,0,0.030577400662251657,0.0
2023-01-06,Software/SaaS,North America,5,685.8000000000001,137.16000000000003,19.15,1,0.0279235928842228,0.2
2023-01-06,Subscription,Asia Pacific,3,39.5,13.166666666666666,1.8900000000000001,0,0.04784810126582279,0.0
2023-01-06,Subscription,Europe,3,98.35000000000001,32.78333333333334,3.71,0,0.03772241992882562,0.0
2023-01-06,Subscription,North America,2,166.4,83.2,4.76,0,0.02860576923076923,0.0
2023-01-06,Travel,Asia Pacific,2,159.5,79.75,4.83,0,0.030282131661442006,0.0
2023-01-06,Travel,Europe,4,142.42,35.605,4.75,0,0.033352057295323694,0.0
2023-01-06,Travel,Latin America,4,77.22,19.305,3.04,0,0.03936803936803937,0.0
