user_id,region,country,account_created,account_age_days,account_status,preferred_payment,avg_monthly_transactions,lifetime_value_usd,has_verified_email,has_verified_phone
U13D204913209,North America,CA,2025-11-09,73,active,card,2,10.74,True,True
U01D5DFE2629C,Europe,NL,2024-12-19,398,active,card,10,76.82,True,True
U583CE0835316,North America,CA,2024-08-14,525,active,card,2,88.97,True,True
U91CA9117412E,Asia Pacific,SG,2024-12-26,391,active,bank,2,96.38,True,True
UCA984ADB8B7A,Asia Pacific,KR,2025-09-06,137,active,balance,1,4283.75,True,True
U072AB1469665,Asia Pacific,SG,2025-10-28,85,active,bank,6,36.1,True,False
UC79DE127D8C2,Europe,UK,2025-12-27,25,active,card,7,558.41,True,False
UBA5C1EE4BF41,Asia Pacific,IN,2025-09-24,119,active,balance,21,14.44,True,True
UE0B4754CB539,North America,CA,2025-07-18,187,active,balance,14,1125.74,True,False
UCB3E0F260A65,Europe,UK,2025-07-21,184,active,card,8,64.6,True,True
U2210813E4387,Europe,FR,2024-08-25,514,active,bank,2,41.11,True,True
UDA46320AE162,Europe,NL,2025-12-25,27,active,bank,2,71.4,True,True
U4676D17A6840,Asia Pacific,IN,2025-06-23,212,suspended,balance,3,44.83,True,True
UC02A0B481A07,MEA,NG,2024-10-13,465,active,card,7,345.27,False,True
U62E420CE80F2,Asia Pacific,AU,2025-04-23,273,active,balance,1,123.17,True,True
UC921B2E0FEB1,MEA,ZA,2025-07-30,175,active,crypto,1,216.83,True,True
U0F05D6C47D0E,Latin America,BR,2026-01-07,14,active,balance,2,1482.39,True,True
UA43F24F51C8E,North America,CA,2025-11-30,52,active,card,3,338.24,True,True
U7E4CB521AE18,North America,CA,2023-06-11,955,active,card,0,566.84,True,True
U1A0C99E94A56,North America,US,2025-09-29,114,inactive,balance,3,25.74,True,True
U401459E568FC,MEA,AE,2024-10-31,447,active,card,2,11.25,True,True
UD73886DCB756,North America,US,2025-12-10,42,suspended,balance,2,3.14,True,False
U65A225A2FEEE,Europe,IT,2024-08-08,531,inactive,bank,3,121.28,True,False
UC4A42410C361,North America,CA,2025-06-07,228,active,balance,1,101.99,True,True
UA3E53EA5F8D4,North America,US,2025-12-16,36,active,crypto,4,13.85,True,False
U4AEBC6303766,Latin America,BR,2025-09-16,127,active,card,5,229.99,True,True
UA30DC2967FA5,MEA,ZA,2023-12-18,765,active,balance,15,72.7,True,True
U7B38D321F82E,Europe,NL,2025-06-06,229,active,balance,5,366.63,True,True
U4245C61FAFD9,North America,MX,2025-05-08,258,inactive,card,16,3.97,True,True
UAC4197F8F74C,Asia Pacific,IN,2025-11-16,66,inactive,crypto,10,107.95,True,True
U69B2D203DC2A,Asia Pacific,AU,2025-08-15,159,active,card,2,54.8,True,True
U3CD86E19A056,North America,US,2024-09-16,492,active,card,12,72.04,True,True
U4E0B9C816AA2,North America,US,2025-11-21,61,active,card,3,445.09,True,True
U5BAFDC103CC6,Latin America,CO,2024-12-27,390,inactive,balance,2,969.45,False,False
U04CAA2B3AFEF,Europe,NL,2025-11-07,75,active,card,1,525.56,True,False
UD568AAFB2664,MEA,NG,2025-09-10,133,inactive,card,2,361.26,True,False
UD7962D56E9B1,Europe,ES,2025-02-11,344,active,balance,10,66.23,True,True
U48EF09F5BDB4,Europe,DE,2024-12-30,387,active,bank,18,61.59,True,True
U2CC29CB047A5,North America,CA,2025-08-23,151,active,balance,2,38.09,True,False
UA0B4F74355AB,MEA,NG,2024-09-13,495,active,card,8,2640.63,True,False
U10A9A40768CA,Asia Pacific,KR,2025-06-08,227,active,card,14,29.49,True,True
U8FC9D212F9F4,North America,US,2024-09-02,506,active,bank,3,578.59,True,True
U97F983F51A6A,Europe,FR,2025-01-02,384,active,card,16,106.39,True,True
UB58351A1510A,North America,MX,2025-06-24,211,inactive,card,1,416.96,True,True
U5FC2C100DBD3,North America,CA,2026-01-09,12,active,card,1,6172.78,True,True
UB3CF3F00D718,North America,CA,2024-10-22,456,active,bank,2,398.86,True,False
U2D1B576CA2FD,Europe,IT,2025-07-23,182,active,card,15,257.66,True,True
U7636FDC993B3,North America,US,2024-09-11,497,active,card,2,3.92,True,True
U6D63019448E0,North America,CA,2025-05-29,237,active,balance,1,144.78,True,True
U933DAEC37B96,Europe,DE,2025-08-15,159,active,balance,2,471.15,True,True
UA96DB9785BAB,Europe,DE,2025-07-11,194,active,balance,10,6771.69,True,True
U874EE16479F4,North America,US,2025-04-20,276,active,card,0,1368.93,True,True
U585A031819A0,Europe,IT,2021-02-04,1812,active,card,9,5791.98,True,True
U60430DF54AA9,Latin America,CL,2025-09-13,130,active,card,34,3.74,True,True
UA4610AD0EE20,Asia Pacific,IN,2024-03-02,690,active,card,2,3661.65,True,True
U6A5A35605C18,North America,CA,2022-10-17,1192,active,card,6,382.3,True,True
UBD6F32BFE986,North America,MX,2020-12-23,1855,active,balance,7,5657.64,True,False
U325E08CDC20F,North America,US,2025-08-26,148,active,balance,3,18.43,True,True
UCB6EB2E0DD6A,North America,MX,2025-12-22,30,active,bank,13,210.83,True,False
U908315529185,North America,MX,2025-12-11,41,active,card,0,274.48,True,True
U5CB13BC4A4A4,Europe,FR,2025-07-31,174,active,card,1,506.35,True,True
U677A6AA1054D,Latin America,AR,2024-03-05,687,inactive,bank,6,7173.67,True,True
UB510CF56A94C,North America,MX,2026-01-15,6,inactive,balance,8,7.83,True,True
UE5284C29D1D2,Europe,NL,2022-08-14,1256,inactive,balance,10,42.67,True,True
U16EE3BDE08E8,Latin America,CO,2025-09-09,134,active,bank,0,6987.68,False,True
U1B357D565AAE,North America,CA,2024-09-06,502,active,card,5,181.21,True,False
UF58E689B0081,Asia Pacific,KR,2025-12-13,39,inactive,bank,3,171.76,True,False
U9CBF03F81144,Europe,NL,2024-12-22,395,active,card,5,31.99,True,True
U5A6F83290F7D,Latin America,BR,2025-01-11,375,active,balance,10,7900.1,True,True
U16E4DC8BA429,Europe,IT,2025-02-09,346,active,bank,2,0.81,True,True
UF5B644E0E988,North America,CA,2025-06-09,226,suspended,card,14,105.43,True,True
U7FC01A50DF25,North America,MX,2024-08-31,508,active,card,1,759.96,True,False
UF301886E1B5A,Latin America,CO,2025-11-07,75,active,balance,2,22.0,True,False
U9D88C99B3ECF,Europe,UK,2023-11-19,794,active,card,13,14.28,True,True
U5EAD68A6BF41,Latin America,BR,2024-06-06,594,active,card,1,32.73,True,True
UA1BE960C9DAF,Europe,UK,2025-06-04,231,inactive,card,5,4880.26,True,False
UD801D9A97FCD,Latin America,CL,2025-05-15,251,active,balance,0,1591.75,True,True
U82DDD4417453,North America,CA,2025-04-08,288,inactive,card,7,102.78,True,True
U6E8B16E24E80,Latin America,CO,2025-11-22,60,active,balance,1,116.76,True,True
U3310DAC516D2,Latin America,AR,2025-07-26,179,active,card,10,28.18,True,True
U663A7A26D05C,Europe,ES,2024-11-06,441,active,bank,6,586.34,True,True
U92E5A98ECF14,Latin America,BR,2024-07-28,542,active,card,1,228.24,True,True
U4F0B7E8FCB0C,North America,MX,2025-02-08,347,active,card,0,589.75,True,True
U8D8F3338EB62,North America,US,2025-10-01,112,inactive,card,6,11.26,False,True
UB394478F3DAD,Europe,NL,2025-09-19,124,active,balance,1,186.14,True,False
U5438BE33095C,Asia Pacific,SG,2025-12-11,41,active,card,18,2144.07,True,False
UA32E69C03C4F,MEA,ZA,2024-12-24,393,active,card,12,73.96,True,True
UD1889A296BAB,North America,MX,2025-12-06,46,inactive,card,0,30.26,True,True
UAB0DF075C0D3,MEA,ZA,2025-05-04,262,active,crypto,8,444.71,True,True
UF02602564013,Europe,FR,2025-01-30,356,active,card,7,258.12,True,True
U17DFF77E1862,North America,US,2025-02-12,343,inactive,card,8,43.03,True,True
U757AD0A62E84,Asia Pacific,IN,2024-09-16,492,active,balance,2,609.48,True,True
U9E7C8A75CBC2,North America,CA,2026-01-08,13,active,card,2,6.23,True,True
U72F92B44D08C,North America,MX,2025-02-18,337,active,card,4,181.7,True,True
UCC53BD5FD94E,Latin America,AR,2025-03-09,318,active,card,17,473.89,True,True
U3530D9FC26E0,Europe,ES,2025-01-21,365,suspended,balance,6,608.54,True,False
U02C64943A2B3,North America,US,2025-12-18,34,active,card,2,5.78,True,True
U16367539D280,Europe,NL,2024-11-13,434,active,balance,0,259.3,True,True
UE357DF14A74C,North America,US,2022-05-26,1336,inactive,balance,6,451.89,True,True
UE114D63D101C,MEA,ZA,2025-09-20,123,inactive,bank,8,132.5,True,True
U51B0DFE49F77,North America,CA,2023-05-17,980,active,balance,10,45.08,False,True
U6B5634989C2C,Europe,FR,2025-12-12,40,active,balance,6,82.08,True,True
U21A3848F39EC,Europe,NL,2024-06-29,571,inactive,card,16,224.01,True,True
U2A55252E4EE9,North America,CA,2025-02-19,336,active,balance,2,72.32,True,True
UD860ABAFD75B,North America,US,2025-06-29,206,active,card,3,999.91,True,False
UAEB96438A0EB,Asia Pacific,KR,2025-07-16,189,active,balance,2,322.64,True,True
U15BB8207A5E2,North America,CA,2024-01-12,740,active,card,8,60.96,True,True
U218312118FC3,North America,CA,2024-01-07,745,inactive,balance,24,1.02,True,True
U579C4C16D24A,Europe,UK,2025-06-14,221,active,card,10,13.0,True,True
UFD460E60DBD0,Latin America,CO,2025-07-24,181,active,card,2,103.72,True,False
UA70DCC214815,North America,US,2023-10-13,831,active,bank,2,2053.4,True,True
U466A2EC43E05,MEA,ZA,2025-12-17,35,active,bank,3,547.18,True,True
UF21530CA2EE1,Latin America,AR,2025-08-12,162,active,bank,1,1852.15,True,True
U1083B74AFC81,North America,US,2026-01-09,12,active,balance,11,4750.95,True,True
U06A264C0CDA8,Latin America,AR,2025-10-06,107,active,bank,6,14.09,True,True
U194CF444F545,Europe,NL,2025-03-29,298,active,bank,6,368.75,True,True
U65942B7E4084,Latin America,BR,2025-12-01,51,active,balance,7,493.17,True,True
U1645128666E1,Latin America,CL,2025-10-19,94,active,card,5,286.44,True,True
U145546E49817,North America,MX,2025-08-10,164,active,bank,4,10.23,True,True
U2777F994830A,North America,US,2024-11-20,427,active,card,10,687.02,False,True
UA756DA48434E,North America,CA,2024-09-02,506,inactive,balance,2,488.65,True,True
U1DB1512E8D86,Latin America,AR,2025-05-15,251,inactive,balance,5,2827.11,True,True
UF0FAF8002C48,North America,MX,2025-11-07,75,active,bank,5,17.23,True,True
UECD0CA3A3CC2,Latin America,CO,2025-11-28,54,active,card,0,35.92,True,False
U2C9064E66307,North America,MX,2024-06-01,599,active,card,1,1742.28,True,False
UA87BEA9EB133,North America,MX,2022-10-02,1207,active,card,7,1913.2,True,True
UEBE373604C68,Asia Pacific,IN,2025-09-11,132,active,bank,2,35.19,True,True
U7405DF0076D3,Europe,ES,2025-01-15,371,active,card,1,8.88,True,True
U197AA7F2D79B,Asia Pacific,KR,2025-08-27,147,active,balance,2,6151.36,True,True
UDBD78B28B9E1,Europe,UK,2025-07-13,192,suspended,bank,3,111.01,True,True
UA94BA2EE5543,Latin America,AR,2025-09-27,116,active,card,8,3294.28,True,True
UFC20A8748FA0,Latin America,CO,2025-06-15,220,active,card,5,144.94,True,False
UFEA9C2AAD4AA,North America,MX,2025-09-09,134,suspended,balance,2,60.79,True,True
U7BA06058A7CC,North America,CA,2023-11-27,786,active,bank,0,890.17,True,False
U9EF2F1CC1C5D,Asia Pacific,IN,2023-11-08,805,active,card,3,349.2,True,False
UDE3C5AFF4B99,MEA,ZA,2025-10-26,87,active,balance,10,1469.94,True,True
UB305B8039C48,Latin America,AR,2024-12-07,410,active,balance,13,16.74,True,True
U80472F089B2F,Latin America,CO,2025-08-03,171,active,card,3,524.9,True,True
UAD60B5E81777,Europe,IT,2025-09-22,121,inactive,card,7,25.59,True,True
UD016B6C733BC,Europe,DE,2025-01-25,361,active,balance,3,263.36,True,True
UCB8BB702D877,Latin America,AR,2023-12-27,756,active,card,3,127.09,True,True
U7C1EFF03D3F2,Asia Pacific,JP,2024-04-01,660,active,card,1,818.13,True,True
U4675BBAE0FF6,North America,US,2023-04-09,1018,active,balance,8,78.82,True,True
UF16E3D6CA35B,Asia Pacific,KR,2024-06-05,595,active,card,1,257.36,True,False
U0E67FE67180E,North America,MX,2023-01-15,1102,active,balance,5,9.1,True,True
U01BF442AEFA2,Europe,DE,2023-05-13,984,active,card,7,199.64,True,False
UACA07B00CEEF,North America,US,2025-07-24,181,active,card,4,61.34,True,False
U56954A4B6D0E,North America,MX,2025-10-07,106,active,bank,25,1504.32,True,True
UFF6B3FFE77D0,North America,CA,2025-10-14,99,active,card,0,17.42,True,True
UC881BF65FB72,Latin America,BR,2025-01-14,372,active,card,2,2600.8,True,True
U5158AA586E0F,North America,MX,2025-10-21,92,active,bank,7,69.53,True,True
UB2EFE969A5D9,Latin America,AR,2025-09-09,134,active,balance,0,4155.88,True,True
UD8F07B02E0BF,Latin America,AR,2025-03-07,320,inactive,crypto,38,458.49,True,True
UB8AFEDEF94C5,North America,MX,2025-07-23,182,active,card,9,3827.06,True,True
UF6FAB1FDE085,Europe,ES,2024-11-28,419,active,card,4,69.7,True,False
UA91CDAC4D736,Asia Pacific,KR,2023-06-18,948,inactive,card,3,859.78,True,True
U55F1C957760A,Asia Pacific,JP,2026-01-02,19,active,bank,5,557.63,True,True
UBB860B73C8C2,North America,US,2025-08-28,146,active,card,0,96.43,True,True
U566C1FA9AEAC,North America,CA,2025-05-19,247,active,card,2,1221.44,True,True
U44AE7E762059,North America,US,2026-01-14,7,active,card,2,914.89,True,True
U0B2E862377C4,Asia Pacific,IN,2025-12-10,42,inactive,bank,3,230.19,True,True
UBA71D4A43600,Latin America,CO,2025-05-02,264,active,card,2,971.9,True,True
UC10B2E74E01E,Asia Pacific,SG,2025-05-06,260,active,balance,7,82.79,True,True
U1B679045DE53,North America,MX,2025-10-15,98,suspended,card,2,4719.24,False,True
UABA3B18D36CA,Asia Pacific,IN,2021-04-16,1741,active,crypto,1,9.66,True,True
U13509D80B726,Asia Pacific,JP,2025-10-14,99,active,crypto,3,10.72,True,False
U7FB1C3E243C6,North America,MX,2025-11-08,74,active,bank,0,879.4,True,False
U99B628EA2A0F,Asia Pacific,IN,2023-04-07,1020,inactive,card,34,185.98,True,True
UABF77463D4D5,Europe,FR,2024-08-05,534,active,card,2,60.85,True,True
U56ED3F009D1A,Europe,IT,2025-11-27,55,active,card,4,168.79,True,True
UD395413DD1E1,North America,MX,2025-12-16,36,active,card,28,23.54,False,False
U151DCB3569ED,Latin America,CO,2024-09-21,487,active,card,25,137.47,True,False
U6202E9BEB261,Europe,ES,2025-09-04,139,inactive,crypto,8,2.86,True,True
UEE863884109C,Europe,NL,2025-12-11,41,active,balance,4,34.03,True,True
UD01C2231A118,North America,MX,2025-11-08,74,active,balance,1,9.37,True,True
UC76A3E86D794,North America,MX,2024-08-26,513,active,crypto,8,156.18,True,True
U9A832A270BB6,Asia Pacific,AU,2025-09-29,114,active,card,14,116.1,True,True
U121E381940D7,North America,MX,2024-11-23,424,inactive,bank,6,74.55,True,True
UC43E09D93375,Europe,NL,2024-06-22,578,active,bank,13,395.64,True,True
UBF1905A35FFC,North America,US,2024-09-07,501,active,card,2,116.04,True,True
U4E348D1F5EAD,Europe,FR,2022-12-18,1130,inactive,balance,5,2072.77,True,True
UCFEABFCEEFEB,Europe,FR,2025-10-21,92,active,card,5,42.54,False,False
U578B4A1126D5,North America,MX,2025-12-30,22,active,balance,4,13.41,True,True
U6F53341391A3,Europe,NL,2025-05-18,248,active,balance,13,165.24,True,True
U385781248268,Asia Pacific,IN,2023-10-28,816,inactive,card,28,28.39,True,True
UA26BAEC28A95,Asia Pacific,KR,2024-05-15,616,active,card,22,148.46,True,True
UC9DA20C4CA2F,Latin America,BR,2025-12-09,43,active,crypto,5,12.89,True,True
U9766433EEB39,Europe,IT,2025-07-03,202,active,card,2,2251.29,True,True
U78390AB8590B,North America,US,2023-08-04,901,active,bank,4,838.64,True,True
U978807AF004A,Europe,IT,2026-01-17,4,active,card,4,36.33,True,True
U322B77B924C7,Asia Pacific,IN,2025-03-12,315,active,card,1,197.91,True,True
UE3ADDA0E5846,North America,MX,2025-03-29,298,active,bank,6,461.72,True,True
U9DC0DD397232,Asia Pacific,JP,2023-12-10,773,active,card,1,138.11,True,True
UCE950F90ACEA,North America,CA,2022-06-21,1310,active,bank,13,104.08,True,True
U7A5E526C7022,North America,US,2023-10-03,841,active,card,4,306.5,True,True
UD3EB30D89A6C,North America,CA,2025-12-08,44,active,bank,4,2.65,True,True
U64FE8E16A88C,Europe,UK,2019-10-24,2281,active,card,0,230.96,True,False
U2587B0D4D9C5,Europe,ES,2025-07-19,186,active,card,1,1.71,True,True
UCC0B6BEF646E,North America,CA,2025-03-23,304,active,card,4,4.11,True,True
U53FDFF7CB78B,MEA,SA,2025-12-16,36,active,bank,9,472.41,True,True
UEAD83919DC08,North America,MX,2024-12-27,390,active,card,19,118.99,True,True
U4D53F9B79E38,North America,US,2025-12-07,45,active,balance,1,3.83,True,True
UA3D15AFBF8DC,Latin America,BR,2026-01-18,3,inactive,crypto,9,1796.35,True,True
U0730FCE6EAA0,North America,MX,2023-03-30,1028,active,balance,10,184.76,True,True
UBC86D1A1E9AE,North America,CA,2025-02-14,341,active,card,4,117.76,True,True
UD7332075F231,North America,MX,2025-12-25,27,active,crypto,1,284.44,True,True
UF2723C8BBDDE,Europe,IT,2025-11-23,59,active,balance,0,201.89,True,True
UFAC7D59DBE46,Asia Pacific,JP,2024-03-22,670,active,card,2,3764.0,True,True
U00FA0783A887,North America,MX,2025-04-02,294,active,card,0,31.69,True,True
U80986ED99B31,North America,CA,2024-12-06,411,active,balance,1,6.52,True,True
U9D2B448D74B8,MEA,AE,2025-09-04,139,suspended,balance,15,230.43,True,True
UDAD807FE23E4,Europe,ES,2025-01-15,371,active,card,4,384.23,True,True
UAE15977A1829,Asia Pacific,JP,2025-08-14,160,active,bank,3,80.44,True,False
U97B5954A086D,Latin America,CL,2025-09-03,140,active,card,21,588.6,True,True
U7EA250AE4AAA,Europe,ES,2024-11-26,421,active,card,4,1021.85,True,True
U10CE2E13D822,North America,CA,2026-01-05,16,active,crypto,9,128.77,True,True
U5D2D6A39E8B4,North America,MX,2024-12-22,395,active,bank,0,221.03,True,True
U06464E267EC8,North America,MX,2025-11-02,80,active,card,13,1.62,True,True
U056D37CD4DF9,North America,CA,2025-06-22,213,active,card,2,21.99,True,True
UEABF743EBEE8,MEA,AE,2026-01-10,11,active,card,1,1408.5,True,True
UE7009E5822A6,Latin America,AR,2024-05-02,629,suspended,crypto,20,169.5,True,True
U24E9824A1255,North America,US,2025-07-12,193,active,balance,47,1091.97,True,True
UF6A1899E39DA,Latin America,AR,2024-10-18,460,active,bank,14,25.15,True,False
U56607A1C1372,Latin America,BR,2025-04-01,295,inactive,balance,3,46.85,True,True
U4662A2495D57,North America,US,2025-07-24,181,active,card,7,56.97,True,True
U682381E0004E,North America,US,2024-02-22,699,active,card,2,501.49,True,False
U2DF78B8D6F34,North America,US,2025-12-24,28,active,balance,6,2783.08,True,True
U215AF103A032,Europe,FR,2021-03-23,1765,active,bank,1,481.82,True,True
U2DAF7F0B468D,Asia Pacific,JP,2023-10-20,824,active,card,4,8.54,True,False
U75E173FF054A,Europe,NL,2025-07-19,186,inactive,card,1,1047.79,True,True
U2A2445851AA6,North America,CA,2025-04-12,284,active,balance,0,2261.89,True,True
U8F4CA5AD2339,North America,US,2025-05-29,237,active,balance,7,252.25,True,True
U849B1C0F4C5F,Latin America,CO,2023-12-22,761,active,crypto,20,83.96,True,True
U5DE1B42A6A52,Latin America,AR,2024-11-21,426,active,bank,4,1279.1,True,True
UCECFB7F8EA63,Asia Pacific,JP,2024-03-12,680,active,bank,10,256.0,True,True
UD4FA5C049577,Europe,DE,2025-06-22,213,active,bank,9,46.94,True,True
U5AA5BB405A7B,North America,CA,2023-09-23,851,active,card,1,171.43,True,False
UB1E1FD6B42C6,North America,CA,2024-03-07,685,active,card,7,346.87,True,True
UE8FF51826AFD,Latin America,CO,2024-09-26,482,active,card,1,7.57,True,True
U86844E1FAA73,North America,US,2023-12-17,766,active,bank,9,145.34,True,True
UDC3AD9EE6B4D,North America,US,2025-04-27,269,suspended,bank,18,694.86,True,False
UFEACC43D2E87,North America,US,2025-11-03,79,active,balance,17,7.09,True,False
UD7FD334CF683,Asia Pacific,IN,2025-02-16,339,active,bank,2,3.46,True,True
U6BBB5ACE8E28,Asia Pacific,SG,2025-08-01,173,inactive,card,1,14.45,True,True
UA385BCA6A236,Latin America,BR,2025-08-06,168,active,crypto,18,102.05,True,True
U8637024D6140,North America,MX,2025-12-25,27,active,balance,20,491.49,False,True
U5B63490D848D,Latin America,AR,2024-11-30,417,active,card,3,1249.19,True,True
U0A283F2D30AD,North America,US,2025-05-10,256,active,card,1,10.3,True,False
UF1E17658DC69,Asia Pacific,SG,2025-08-02,172,active,card,2,607.46,True,False
UBCDF1AC1163E,Europe,NL,2025-04-29,267,active,bank,1,736.59,True,True
U876D9253A7E0,Asia Pacific,IN,2025-12-19,33,inactive,bank,4,254.68,True,True
U5C92F583434C,North America,CA,2026-01-14,7,active,card,7,3.16,True,False
U155A10EB0710,Europe,ES,2025-12-15,37,active,card,2,971.1,True,False
U80BF2F635448,North America,MX,2025-02-16,339,active,bank,9,2.42,True,True
U4A4DA34334D5,North America,US,2024-02-12,709,active,card,1,79.35,True,True
U6D4ADEC6D8C5,North America,MX,2024-12-24,393,active,card,1,77.09,True,True
UECF9F3288801,Asia Pacific,JP,2026-01-02,19,active,balance,6,91.83,True,True
UB11FE47C4075,North America,CA,2025-04-07,289,active,card,23,740.12,True,True
U7F124D00F210,Europe,ES,2025-06-09,226,active,bank,11,1121.25,True,False
UD9DF3331CA10,Asia Pacific,JP,2025-03-08,319,active,balance,0,345.91,True,True
UED0928D85CB6,Europe,IT,2024-02-16,705,active,card,3,3861.4,True,True
U67CE357DA492,Europe,FR,2025-11-20,62,active,bank,4,12.93,True,True
U5B37B78DA4F8,Europe,ES,2022-02-18,1433,inactive,balance,4,14.3,True,True
U79EA68021CE1,North America,CA,2024-06-03,597,active,balance,3,808.34,True,True
UBE70E8A1A23C,North America,MX,2025-05-24,242,active,bank,2,2341.21,True,True
UF350D267D463,North America,CA,2024-12-09,408,active,card,3,203.21,True,True
UDDE00CE92A25,Europe,FR,2025-11-21,61,inactive,bank,1,315.38,True,False
UAC2C49062BCB,North America,MX,2024-02-17,704,active,card,6,6.39,True,True
U5D8976707645,North America,US,2024-01-16,736,active,balance,9,135.37,True,True
UAEDBC77A5D18,North America,US,2024-09-13,495,active,balance,0,1391.72,True,True
UB20A6F7115C1,North America,CA,2025-07-06,199,active,card,2,186.36,True,True
U66895E3D28F9,Europe,ES,2025-10-19,94,active,balance,3,570.71,True,True
U5F17129D70BD,North America,MX,2026-01-17,4,suspended,card,3,113.74,True,True
U6F82E5A155EC,Europe,IT,2025-01-06,380,inactive,card,9,603.1,True,True
UA6E79DCADBA1,Europe,ES,2024-10-29,449,active,card,5,121.8,True,True
UD583885D88BE,North America,MX,2026-01-15,6,active,balance,1,21.41,True,True
U4AC66BE5A990,North America,CA,2023-09-01,873,active,card,14,4.35,True,True
UD6F2CE118845,North America,MX,2024-09-22,486,inactive,card,1,334.91,True,True
UE45C1DADD6C2,Europe,ES,2025-03-13,314,suspended,card,1,52.09,True,True
UB9DAE7C74CE7,Asia Pacific,IN,2022-11-23,1155,active,card,30,18.69,True,True
U384E5C8D2ACD,Asia Pacific,IN,2024-08-27,512,active,card,2,4.71,True,True
U83183A2FB348,Europe,ES,2024-12-06,411,active,balance,6,34.15,True,True
UE0B885060A29,Latin America,BR,2024-08-20,519,suspended,balance,2,15615.03,False,True
U710F829C1945,Latin America,AR,2025-04-07,289,active,bank,1,28.62,True,True
U8A5C23EF67C6,Europe,IT,2025-05-30,236,active,card,13,2410.69,True,True
UC2BC1925493E,North America,US,2022-12-09,1139,active,card,3,35.36,True,True
U4AAE8E74A473,North America,MX,2025-09-16,127,inactive,balance,4,39.87,True,True
U58785964455C,Latin America,CO,2025-11-08,74,active,balance,2,16.17,True,True
UECCC44DCD2A2,North America,US,2025-11-19,63,active,balance,1,4728.71,True,True
U57DB9A005856,North America,MX,2024-02-20,701,active,card,4,4183.17,True,True
UC055ADDA99AD,North America,US,2025-08-31,143,active,bank,6,85.01,True,True
U1B24C872EA65,Europe,DE,2025-10-23,90,active,card,1,134.12,True,True
